id,name,type,cmd1,golden,currency,amount,sdktype,goodsid,gift_png,first_tag,general_tag,first_drop,general_drop,general_cmd,bright_point,channelLabel
591,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,59,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
592,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,59,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
593,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,59,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
594,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,59,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
595,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,59,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
596,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,59,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
597,500钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,59,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
598,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,59,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
599,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,59,6,80001,ui_0012_35,ui_0012_35,40008,0,0,0,0
269,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,60,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
270,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,60,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
601,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,60,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
602,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,60,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
603,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,60,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
604,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,60,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
605,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,60,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
606,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,60,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
607,500钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,60,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
608,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,60,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
609,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,60,6,80001,ui_0012_35,ui_0012_35,40008,0,0,0,0
271,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,61,105610,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
272,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,61,105611,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
611,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,61,105058,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
612,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,61,105057,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
613,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,61,103998,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
614,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,61,103999,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
615,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,61,104000,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
616,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,61,104001,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
617,500钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,61,104003,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
618,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,61,104004,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
619,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,61,104005,80001,ui_0012_35,ui_0012_35,40008,0,0,0,0
273,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,62,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
274,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,62,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
621,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,62,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
622,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,62,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
623,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,62,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
624,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,62,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
625,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,62,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
626,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,62,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
627,500钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,62,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
628,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,62,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
629,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,62,6,80001,ui_0012_35,ui_0012_35,40008,0,0,0,0
275,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,63,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
276,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,63,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
631,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,63,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
632,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,63,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
633,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,63,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
634,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,63,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
635,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,63,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
636,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,63,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
637,500钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,63,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
638,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,63,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
639,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,63,6,80001,ui_0012_35,ui_0012_35,40008,0,0,0,0
277,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,64,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
278,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,64,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
641,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,64,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
642,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,64,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
643,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,64,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
644,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,64,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
645,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,64,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
646,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,64,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
647,500钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,64,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
648,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,64,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
649,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,64,6,80001,ui_0012_35,ui_0012_35,40008,0,0,0,0
279,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,65,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
280,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,65,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
